berita,kategori
barong reog ponorogo hisan naga gamelan dibakar konsulat jenderal ri davao filipina kejadian pembakaran dikabarkan 20 oktober info beredar kalangan wartawan kementerian negeri kemenlu kemlu hubungi kjri davao ditangani sesuai prosedur staf humas kemenlu opi sudarma wartawan kebenaran berita jumat 3010 kabar mengejutkan benda budaya indonesia negara tetangga malaysia mengklaimnya budaya dikabarkan alasan pembakaran terkait berhala setan pelaku warga nasional indonesia wni warga filipina,hoax
barong reog ponorogo hisan naga gamelan dibakar konsulat jenderal ri davao filipina kejadian pembakaran dikabarkan 20 oktober info beredar kalangan wartawan kementerian negeri kemlu kemlu hubungi kjri davao ditangani sesuai prosedur staf humas kemlu opi sudarma wartawan kebenaran berita jumat 3010 kabar mengejutkan benda budaya indonesia negara tetangga malaysia mengklaimnya budaya dikabarkan alasan pembakaran terkait berhala setan pelaku warga nasional indonesia wni warga filipina,hoax
ponorogo ? protes keras pembakaran properti reyog kjri davao philipina bergulir diberbagai daerah kali ribuan warga elemet masyarakat turun jalan ribuan warga ponorogo menggelar aksi awali aloonaloon berlanjut kantor pemkab gedung dprd ponorogo berorasi bergantian mengutuk keras pembakaran peralatan perlengkapan kesenian tradisional khas kabupaten ponorogo pengunjuk gabungan pecinta kesenian reog pelajar toko masyarakat menggelar atraksi kesenian reyog menepis anggapan reog berhala dituduhkan berunjuk bentuk protes keras kjri davao philipina membakar properti kesenian reyog menuntut oknum pembakaran copot jabatannya eko budi setyawan salah seniman reyog ponorogo perwakilan pendemo audensi lantai 2 gedung dprd jalan aloonaloon timur diterima unsur pimpinan dewan pj bupati ponorogo maskur pertemuan disepakati wakil rakyat pemerintah kabupaten ponorogo sepakat protes keras properti reyog dibakar kjri davao philipina wakil rakyat prihatin pembakaran properti reyog berharap kejadian terulang kesenian reyog kesenian tradisional khas kabupaten menjaga melestarikannya ketua dprd ali mufthi,hoax
jakarta ? komunitas reog ponorogo krp menyerahkan berkasberkas insiden pembakaran reog ponorogo kjri davao ? philipina kementerian negeri ri kemlu tindak surat terbuka diserahkan menteri negeri ri menlu 2 november 2015 penyerahan berkasberkas komunitas reog ponorogo langsung diterima menlu retno lp marsudi pertemuan ruang rapat menlu jalan pejambon 6 jakarta pusat krp menyerahkan berkasberkas foto prosesi pembakaran reog foto seniman reog tampil kjri davao 2005 copy klarifikasi kjri copy pernyataan maaf staf kjri namanama orang diperiksa tim kemlu berkas pengawalan tim dibentuk kemlu berjalan terbuka transparan penuh kejujuran sensitifitas kemlu insiden pembakaran reog kjri davao ditunggu pegiat pecinta reog sekretaris komunitas reog ponorogo krp m syaiful jihad jakarta senin 9112015 siaran persnya syaiful jihad insiden pembakaran aset warisan budaya nasional kjri davao diselesaikan hukum pidana perdata terungkap aktor intelektualnya disamping perlindungan jaminan keamanan wni davao wni mengungkap insiden kemlu bertanggung kesempatan menlu retno lp marsudi didampingi dirjen informasi diplomasi publik esti andayani krp menenangkan reaksi masyarakat pecinta reog memahami suasana kebatinan pecinta reog upaya menghormati budaya melekat diplomat audit internal kjri davao audit eksternal inspektorat jenderal tim kjri davao progres hasilnya terbuka diakses publik retno seraya mengedepankan azas praduga bersalah sesuai prosedur berlaku menjamin wni davao city melaporkan insiden pembakaran reog apaapa kekerasan jamin keselamatannya pungkas menlu retno,hoax
bitungnews ? budaya reog ponorogo salah budaya warisan nenek moyang bangsa indonesia jenis kesenian tujuh kali negara jiran malaysia klaim budaya bangsa indonesia reaktif protes klaim kejadian konsulat jenderal ri davao philipina bertolak malaysia mengklaim seni budaya bangsa oknum kjri membakar barong reog ponorogo beserta hiasan gamelan informasi dihimpun bitungnewscom pembakaran selasa 20 oktober 2015 alasan pembakaran barong reog ponorogo hiasan naga gamelan setan berhala sayangnya acting kjri loegeng priyohanisetyo menghalangi aksi pembakaran acting kjri davao memanggil satpam bernama santander menyirami gas reog 2 ular naga gamelan satpam heran terkejut bahasa tagalog bisaya hadluk kaayu ko sayang kaayu ang dragon gwapo kaayu unya sunugon kasayang sa reog pero gisugo man ko ketakutan sayang ularnaga bagus dibakar reognya sayang disuruh santander pembakaran barong reog hiasan naga gamelan inventaris museum budaya kjri satupun staf kjri sumber bitungnewscom kejadian pelaku dihujat wni davao pelaku bersalah kerjakan dimata tuhan sumber warga negara indonesia davao acting kjri davao dinyatakan persona non grata pemerintah ri menarik oknumoknum terlibat aksi pembakaran budaya warisan bangsa bitungnewscom mencoba hubungi pelayanan media informasi kementerian negeri 021 3813453 berita diturunkan diangkat pesan elektronik infomedkemlugoid,hoax
sekelompok seniman reog kota magelang beserta pegiat seni mengecam keras pembakaran reog konsulat jenderal ri kjri davao filipina menyayangkan aksi dinilai merusak aset negara menyayat hati nurani bangsa bentuk protes menggelar aksi kawasan alunalun kota magelang rabu 1111 panggung bertuliskan magelang kumpul berdoa perform menyuarakan protes menari berpuisi tetembangan eka pradaning salah peserta aksi tampil menari khidmat membawa obor menari kepala reog seniman reog mulutnya syairsyair sastra berjudul fitnah rayap berhala diiringi penari api menyulut sajadan api membakar pusaka jati bangsa api membakar sepasang nagaapi membakar merak kepala singadan api membakar jiwajiwa mewujud kebebalannya nama rayap berhala alibi kebodohan kekotorannya syair puisi sengaja bacakan aksi protes membakar reog alibi rayap berhala menghanguskan pusaka bangsa tindakan dimaafkan eka aksi senada wahyu puji santoso sesepuh grup kesenian reog manunggal budoyo kelurahan rejowinangun selatan kota magelang pembakaran reog dibenarkan alasan apapun pembakaran laik kondisi reog bagus lihat 80 persen kondisinya bagus emaneman dibakar mengurus merawatnya menerima merawatnya 20 berkesenian reog koordinator aksi agung begawan prabu aksi pembakaran reog kjri davao filipina kriminal murni pemusnahan prosedur resmi sesuai aturan salah prosedurnya koordinasi analisa prosedur reog dibakar aset negara seni budaya bangsa menuntut kemenlu investigas pelaku pembakaran dihukum,hoax
davao barong reog ponorogo hisan naga gamelan dibakar konsulat jenderal ri davao filipina kejadian pembakaran dikabarkan 20 oktober info beredar kalangan wartawan kementerian negeri kemenlu kemlu hubungi kjri davao ditangani sesuai prosedur staf humas kemenlu opi sudarma wartawan kebenaran berita jumat 3010 kabar mengejutkan benda budaya indonesia negara tetangga malaysia mengklaimnya budaya dikabarkan alasan pembakaran terkait berhala setan pelaku warga nasional indonesia wni warga filipina,valid
komunitas reog ponorogo krp berencana menggelar demontrasi kantor kementerian negeri jalan pejambon jakarta pusat senin 2112015 besok 0930 kedatangan utama kemenlu mengklarifiksi kejadian pembakran properti reog ponorogo kjri davao filipina selatan wakil ketua krp jabodetabek s nojeng surya minggu 1112015 diberitakan pembakaran properti reog ponorogo dadak merak barong gayor berukir ular naga staf kjri davao filipina selasa 20102015 alasan pembakaran barong reog dadak merak gayor berukir ular naga mengusir setan ukiran naga berhala berita beredar media online diklarifikasi dibenarkan sabtu 30102015 kjri davao pemusnahan dibakar terpaksa reog ponorogo kondisi rusak dimakan rayap tulis kjri davao usia reog 1988 terlepas krp mengklarifikasi kebenarannya kronologi peristiwa menuntaskan berlarutlarut reog ponorogo kesenian indonesia mendunia nojeng jojeng meresahkan temanteman komunitas reog ponorogo komunitas kesenian reog ponorogo jatim jakarta ponorogo peristiwa pembakaran pria kelahiran tambakbayan kota ponorogo kemenlu informasi klarifikasi kronologi sebenarbenarnya peristiwa pemasangan spanduk area kemenlu memasang properti reog ponorogo dadak merak barongan gayor testimoni seniman reog ponorogo tampil davao 2007 keterangan pers,valid
jakarta anggota komunitas reog ponorogo krp kantor kementerian negeri klarifikasi terkait pembakaran reog kjri davao filipina kjri davao menyebut reog dibakar rusak dimakan rayap 15 orang perwakilan krp berkumpul kantor kementerian negeri kemlu jl pejambon jakarta pusat senin 2102015 membawa reog spanduk bertuliskan tindak pembakaran reyog kjri davao filipina surat terbuka menteri negeri retno marsudi kedatangan terkait pembakaran reog kjri davao 20 oktober menempel gambar pembakaran reog aksi demo infomrmasi klarifikasi menteri penindakan pemerintah kejadian wakil ketua krp s nojeng wartawan menunggu 5 orang perwakilan krp diterima direktur pengembangan kementerian negeri 1020 wib 30 menit pertemuan hasilnya kemlu berjanji mencari informasi terkait persitiwa mengabari krp spanduk protes kemlu diklarifikasi insiden dikabari nojeng pertemuan massa membubarkan kemacetan akibat aksi reog dibawa krp kemlu penjelasan kjri davao siaran pers kjri davao dilansir situsnya tanggal 20 oktober 2015 kjri davao city terpaksa pemusnahan reog ponorogo aset kjri davao city 1988 pemusnahan dibakar terpaksa reog ponorogo kondisi rusak dimakan rayap pembakaran upaya kjri davao city merusak menghilangkan reog ponorogo aset budaya pemusnahan aset hatihati penuh penghormatan reog ponorogo aset budaya kjri davao city pembakaran kaitannya upayaupaya pengusiran berhala mahluk halus tulisnya kjri davao city berkomunikasi pihakpihak indonesia mengupayakan mencari reog ponorogo pengganti sambungnya,valid
konsulat jenderal republik indonesia davao city filipina mengklarifikasi isu membakar reog ponorogo terkait upaya pengusiran berhala makhluk halus bantahan siaran pers lamannya diupdate siang sabtu 31 oktober 2015 kjri davao city mengakui pemusnahan reog ponorogo 20 oktober 2015 reog ponorogo aset miliki 1988 pemusnahan dibakar terpaksa reog ponorogo kondisi rusak dimakan rayap tulis kjri davao kjri pembakaran upaya kjri davao city merusak menghilangkan reog ponorogo aset budaya pemusnahan aset hatihati penuh penghormatan reog ponorogo aset budaya kjri davao city pembakaran kaitannya upayaupaya pengusiran berhala mahluk halus tim kjri davao city berkomunikasi pihakpihak indonesia mengupayakan mencari reog ponorogo pengganti menteri negeri ri retno lp marsudi kabar reog ponorogo sengaja dibakar kantor konsulat jenderal republik indonesia kjri davao filipina sepenuhnya reog hiasan gamelan kepala naga dibakar rusak penuh rayap uajr retno pesan singkat,valid
jakarta news juru bicara kementerian negeri arrmanatha nasir pemeriksaan internal terkait pembakaran reog konsulat jenderal ri davao filipina intinya statement pernyataan resmi kjri davao reog kemlu proses internal barang aset instansi negara arrmanatha nasir jakarta minggu 20 oktober 2015 kjri davao mengeluarkan pernyataan resmi pemusnahan reog ponorogo dibakar kondisinya rusak dimakan rayap fotofoto beredar viral disebarluaskan media online lokal bitung news ritual pembakaran salah foto dibakar reog ponorogo disimpan lemari kaca kondisi reog foto oknum kjri davao melepaskan ornamen naga set gamelan membakarnya terkait arrmanatha kemlu pemeriksaan sesuai prosesproses sesuai pakem periodik pemeriksaan internal reaksi negeri terkait pembakaran reog ponorogo kjri davao salah satunya komunitas reog jabodetabek komunitas melayangkan surat resmi kjri davao filipina klarifikasi informasi pembakaran alat kesenian reog oknum pejabat kjri sekjen paguyuban reog jabodetabek agus setiyoko mengharapkan kjri davao penjelasan rinci pembakaran reog menyiarkan klarifikasi pembakaran bendabenda kesenian reog media nasional,hoax
komunitas reog ponorogo menyerahkan berkasberkas insiden pembakaran reog ponorogo kjri davao ? philipina kementerian negeri ri kemlu tindak surat terbuka diserahkan menteri negeri ri menlu 2 november 2015 penyerahan berkasberkas komunitas reog ponorogo langsung diterima menlu retno lp marsudi pertemuan ruang rapat menlu jalan pejambon 6 jakarta pusat krp menyerahkan berkasberkas foto prosesi pembakaran reog foto seniman reog tampil kjri davao 2005 copy klarifikasi kjri copy pernyataan maaf staf kjri namanama orang diperiksa tim kemlu berkas pengawalan tim dibentuk kemlu berjalan terbuka transparan penuh kejujuran sensitifitas kemlu insiden pembakaran reog kjri davao ditunggu pegiat pecinta reog? sekretaris komunitas reog ponorogo krp m syaiful jihad jakarta senin 9112015 siaran persnya syaiful jihad insiden pembakaran aset warisan budaya nasional kjri davao diselesaikan hukum pidana perdata terungkap aktor intelektualnya disamping perlindungan jaminan keamanan wni davao wni mengungkap insiden kemlu bertanggung kesempatan menlu retno lp marsudi didampingi dirjen informasi diplomasi publik esti andayani krp menenangkan reaksi masyarakat pecinta reog memahami suasana kebatinan pecinta reog upaya menghormati budaya melekat diplomat audit internal kjri davao audit eksternal inspektorat jenderal tim kjri davao progres hasilnya terbuka diakses publik? retno seraya mengedepankan azas praduga bersalah sesuai prosedur berlaku menjamin wni davao city melaporkan insiden pembakaran reog apaapa kekerasan jamin keselamatannya pungkas menlu retno,valid
ribuan seniman reog ponorogo menggelar demonstrasi selasa 10112015 bentuk protes pembakaran properti reog konsulat jenderal republik indonesia kjri davao filipina berdasarkan informasi dihimpun soloposcom demo seniman insiden pembakaran reog seniman ponorogo turun jalan seniman kota kabupaten indonesai ribuan seniman aksi unjuk berorasi membentangkan spanduk bertuliskan tuntutan ketinggalan mementaskan reog alunalun ponorogo serangkaian kegiatan aksi protes pembakaran properti kjri davao perwakilan demonstran lantas diperkenankan mengikuti audensi lantai ii gedung dprd kabupaten ponorogo jl alunalun timur perwakilan peserta demonstrasi seniman diterima unsur pimpinan dprd ponorogo beserta penjabat bupati ponorogo maskur terima pembakaran reog kjri davao tuntutan maaf warga ponorogo pemilik kesenian reog ini? seniman reog perwakilan komunitas pandemen reyog kompag ponorogo grendo dikutip madiunposcom dinding fanpage facebook ponorogo selasa pemeriksaan reog juru bicara kementerian negeri arrmanatha nasir pemeriksaan internal terkait pembakaran reog konsulat jenderal ri davao filipina intinya statement pernyataan resmi kjri davao reog kemlu proses internal barang aset instansi negara? arrmanatha nasir jakarta dikabarkan kantor berita minggu 8112015 20 oktober 2015 kjri davao mengeluarkan pernyataan resmi pemusnahan reog ponorogo dibakar kondisinya rusak dimakan rayap fotofoto beredar viral disebarluaskan media online lokal bitung news ritual pembakaran kondisi salah foto dibakar reog ponorogo disimpan lemari kaca kondisi reog foto oknum kjri davao melepaskan ornamen naga set gamelan membakarnya terkait arrmanatha kemlu pemeriksaan sesuai prosesproses sesuai pakem periodik pemeriksaan internal? reaksi negeri terkait pembakaran reog ponorogo kjri davao salah satunya komunitas reog jabodetabek komunitas melayangkan surat resmi kjri davao filipina klarifikasi informasi pembakaran alat kesenian reog oknum pejabat kjri sekjen paguyuban reog jabodetabek agus setiyoko mengharapkan kjri davao penjelasan rinci pembakaran reog menyiarkan klarifikasi pembakaran bendabenda kesenian reog media nasional,valid
konjen ri davao city eko hartono mengakui pembakaran perangkat kesenian reog davao city flilpina penjelasan eko klarifikasi surat elektronik suratnya sekjen paguyuban reog jabodetabek agus setiyoko eko alasan kabar pembakaran perangkat kesenian reog staf kjri konjen eko hartono dikutip pesan elektronik diterima agus pembakaran terpaksa alat kesenian berusia 30 kondisinya rusak dimakan rayap eko konjen ri davao bersykur berkomunikasi email komunitas reog indonesia masukan pengadaan perangkat kesenian reog agus agus masyarakat pencinta pelaku seni reog tanah air membutuhkan penjelasan resmi terbuka dibaca media nasional memicu kekecewaan kemarahan masyarakat komunitas reog indonesia surat ajukan cermin keterkejutan kekecewaan masyarakat indonesia komunitas seniman reog tanah air peristiwa pembakaran bendabenda kesenian reog ahad 111 muncul beritaberita juag menyebar media sosial pemberitaan pembakaran properti kesenian reog gayor topeng dadak merak gamelan kepala naga muncul media online disertai foto pembakaran topeng dadak merak pembakaran diduga halaman rumah kantor kjri davao city filipina,valid
wakokacoid ? aksi demo digelar alunalun ponorogo selasa 10112015 elemen masyarakat ponorogo seniman reyog komunitas reyog pandemen reyog paguyupan warga ponorogo demo terkait pembakaran reyog kjri davao filipina aksi demonya berorasi pendemo membawa grup reyog meramaikan aksi ramai diberitakan kjri davao tanggal 20 oktober 2015 membakar perangkat kesenian reyog ponorogo tersimpan gedung kjri kjri davao mengeluarkan pernyataan pemusnahan reog ponorogo dibakar kondisinya rusak dimakan rayap fotofoto beredar viral disebarluaskan media online lokal bitung news ritual pembakaran salah foto dibakar reog ponorogo disimpan lemari kaca kondisi reog foto oknum kjri davao melepaskan ornamen naga set gamelan membakarnya perwakilan pendemo ditemui pj bupati ponorogo ketua dprd kabupaten ponorogo lantai 2 gedung dprd ponorogo aspirasinya perwakilan pendemo pernyataan sikap mengutuk keras pembakaran perangkat kesenian reyog kjri davao pendemo menuntut pencopotan oknumoknum terlibat peristiwa menuntut pemerintah dinas pariwisata dprd ponorogo mengusut tuntas menanggapi pj bupati ponorogo ir maskur mm pemkab berkoordinasi kementerian negeri kemlu kemlu mengganti perangkat reyog dibakar investigasi tim khusus komunitas reog jabodetabek melayangkan surat resmi kjri davao filipina klarifikasi informasi pembakaran alat kesenian reyog oknum pejabat kjri,hoax
konsulat jenderal republik indonesia davao city filipina terpaksa memusnahkan reog ponorogo aset 1988 20 oktober 2015 pemusnahan dibakar terpaksa reog ponorogo kondisi rusak dimakan rayap rilis diterima metrotvnewscom sabtu 31102015 pembakaran upaya kjri davao city merusak menghilangkan reog ponorogo aset budaya pemusnahan hatihati penuh penghormatan aset budaya kjri davao city berkomunikasi pihakpihak indonesia mengupayakan mencari reog ponorogo pengganti,valid
bergulirnya polemik pembakaran perangkat kesenian reog konsulat jenderal republik indonsia kjri davao city filipina kementerian negeri kemenlu indonesia mengirimkan tim meninjau langsung lapangan direktur informasi media kemenlu indonesia siti sofia sudarma kemenlu mengirimkan tim meninjau langsung mengklarifikasi pembakaran perlengkapan reog tim berangkat tinggal menunggu perintah pimpinan republika selasa 311 mengklarifikasi mempertanyakannya paguyuban reog jabodetabek kemenlu mengklarifikasi konjen ri davao city telepon konjen mengakui pembakaran pembakaran terpaksa alat kesenian berusia 30 kondisinya rusak dimakan rayap mengutip pernyataan konjen berjanji mengklarifikasi menyelesaikannya,valid
pembakaran reog ponorogo konsulat jenderal republik indonesia kjri davao city filipina dinilai sepele konjen membakar reog alasan rusak akibat termakan usia ketua paguyuban reog ponorogo seindonesia begug purnomosidi dibakar konjen memikirkannya dibakar kebudayaan dibakar disebarluaskan penghinaan republikacoid senin 211 tindakan konon dikaitkaitkan pemusnahan berhala dibantah kjri pembakaran meninggalkan kekecewaan tersendiri pecinta reog orang indonesia negeri menghina budayanya begug kawankawan mendarat jakarta rencananya besok menemui kementerian negeri kemenlu menyelesaikan permasalahan pecinta seni reog ponorogo daerah berbondongbondong pergi jakarta kekecewaannya kemenlu niat dicegah begung diselesaikan intern kemenlu dipermasalahkan ceritanya paguyuban reog ponorogo seindonesia menlu mengambil tindakan anak buahnya menlu menertibkan orangorang indonesia negeri anak buahnya menghargai bangsa menohok begugrepublikacoid jakarta ? pembakaran reog ponorogo konsulat jenderal republik indonesia kjri davao city filipina dinilai sepele konjen membakar reog alasan rusak akibat termakan usia ketua paguyuban reog ponorogo seindonesia begug purnomosidi dibakar konjen memikirkannya dibakar kebudayaan dibakar disebarluaskan penghinaan republikacoid senin 211 tindakan konon dikaitkaitkan pemusnahan berhala dibantah kjri pembakaran meninggalkan kekecewaan tersendiri pecinta reog orang indonesia negeri menghina budayanya begug kawankawan mendarat jakarta rencananya besok menemui kementerian negeri kemenlu menyelesaikan permasalahan pecinta seni reog ponorogo daerah berbondongbondong pergi jakarta kekecewaannya kemenlu niat dicegah begung diselesaikan intern kemenlu dipermasalahkan ceritanya paguyuban reog ponorogo seindonesia menlu mengambil tindakan anak buahnya menlu menertibkan orangorang indonesia negeri anak buahnya menghargai bangsa menohok begug,hoax
komunitas paguyuban kesenian reog ponorogo jabodetabek senin 211 menemui pejabat kementerian negeri kemenlu indonesia pembakaran perangkat reog konsulat jenderal republik indonsia kjri davao city filipina direktur informasi media kemenlu indonesia siti sofia sudarma enam pengurus reog ponorogo menemui kekecewaannya terkait pembakaran pertemuan komunitas pembakaran melukai perasaan komunitas reog ponorogo bentuk perusakan aset budaya warisan budaya indonesia ??mereka surat menlu kemenlu klarifikasi kronologi motif pelakunya menampung keprihatinan surat menlu retno marsudi?? republikacoid selasa 311 siti mengaku mengklarifikasi konjen ri davao city telepon konjen mengakui pembakaran pembakaran terpaksa alat kesenian berusia 30 kondisinya rusak dimakan rayap siti alasannya salah anggota komunitas mendonasikan perlengkapan kjri membantahnya anggota komunitas perlengkapan buatan 2007 dinilai rapuh siti mengirimkan tim meninjau langsung lapangan langkah mengklarifikasi pembakaran perlengkapan reog tim berangkat tinggal menunggu perintah pimpinan,hoax
komunitas reog jabodetabek melayangkan surat resmi konsulat jenderal ri davao filipina klarifikasi informasi pembakaran alat kesenian reog oknum pejabat kjri penjelasan resmi tertulis klarifikasi kjri membenarkan kabar dalih alat kesenian rusak sekjen paguyuban reog jabodetabek jakarta bogor depok tangerang bekasi agus setiyoko senin 211 agus poin permohonan klarifikasi ajukan kjri davao filipina penjelasan resmi tertulis terkait pembakaran perangkat kesenian reog kjri davao filipina penjelasan tertulis agus poin penyebarluasan berita pembakaran perangkat kesenian reog media online menyebut alasan pembakaran dianggap berhala poin kalah agus pemintaan kbri kjri davao city filipina memuat menyiarkan klarifikasi isu pembakaran bendabenda kesenian reog media nasional menuntut kjri kedutaan ri filipina hak klarifikasi mediamedia mengangkat pemberitaan menghindari kesimpangsiuran kabar berkembang tanah air surat ditulis kop paguyuban reyog jabodetabek nomor 023prpjx2015 dikirim pesan elektronik kjri davao city ditembuskan kementerian negeri ri bupati ponorogo terpisah konjen ri davao city eko hartono klarifikasi surat elektronik balasan pesan elektronik kabar pembakaran perangkat kesenian reog staf kjri konjen eko hartono dikutip pesan elektronik diterima agus setiyoko pembakaran terpaksa alat kesenian berusia 30 kondisinya rusak dimakan rayap eko konjen ri davao bersykur berkomunikasi email komunitas reog indonesia masukan pengadaan perangkat kesenian reog agus agus masyarakat pecinta pelaku seni reog tanah air membutuhkan penjelasan resmi terbuka dibaca media nasional memicu kekecewaan kemarahan masyarakat komunitas reog indonesia surat ajukan cermin keterkejutan kekecewaan masyarakat indonesia komunitas seniman reog tanah air peristiwa pembakaran bendabenda kesenian reog koresponden melaporkan pemberitaan pembakaran properti kesenian reog gayor topeng dadak merak gamelan kepala naga muncul media online disertai foto pembakaran topeng dadak merak halaman rumah didiuga kantor kjri davao city filipina,valid
paguyuban reog ponorogo seindonesia menilai pembakaran reog konsulat jenderal republik indonersia kjri davao city filipina dibenarkan pasalnya diambil menghadapi reog usang usianya tua dimasukkan museum pembelajaran mestinya begitu? ketua paguyuban reog ponorogo seindonesia begug purnomosidi dihubungi republikacoid senin 211 bangsa indonesia menghargai kesenian kebudayaannya negara tetangga begug menjadikan reog ponorogo keseniannya reog ponorogo pas? paguyuban mencari alasan pertanggungjawaban kementerian negeri terkait kejadian nyaman tersinggung? besok begug rekanrekannya menemui kementerian negeri memperjelas permasalahnya kjri davao city maaf bangsa indonesia pecinta reog ponorogo tindakan dilakukannya begug peristiwa pembakaran kawannya youtube sabtu 3110 berharap reog ponorogo diakui internasional warisan budaya indonesia diakui negara berjuang reog ponorogo diakui unesco warisan bangsa batik?,hoax
metrotvnewscom jakarta reog ponorogo konsulat jenderal republik indonesia davao city filipina dimusnahkan dibakar 20 oktober 2015 kjri davao city pembakaran upaya merusak menghilangkan reog ponorogo aset budaya pemusnahan hatihati penuh hormat cek davao reog kepala naga rusak dipenuhi rayap menteri negeri retno marsudi via juru bicara arrmanatha nasir metrotvnewscom sabtu 31102015 maksud memusnahkan benda budaya kaitannya berhala sambungnya kjri davao city berkomunikasi pihakpihak indonesia mengupayakan mencari reog ponorogo pengganti,valid
analisis budayawan agung begawan prabu rayap keropos wanita berdoa agama pembakaran kaitan upaya pengusiran berhala makhluk halus bohong wanita mendukung doa no2 mengiringi pujian doa rangka pemusnahan benda diperkenan mata tuhan bitungnews ? gelombang protes pembakaran reog ponorogo hiasan gamelan naga konsulat jenderal republik indonesia kjri davao filipina negeri negeri komunitas reog ponorogo krp sejabodetabek menggelar aksi protes kantor kementerian negeri ponorogo daerah budaya kesenian eksotis tersebutratusan orang seniman reog ponorogo menggelar pertunjukan reog alunalun kabupaten ponorogo dilanjutkan kantor dprd negeri davao city filipina selatan wni menetap negeri ?packman? menggalang petisi mendesak kementerian negeri menindak pelaku pembakaran aset kjri lp house of indonesia hoi tim fact finding pembakaran reog kementerian negeri membeberkan hasil investigasi kedatangan tim pencari fakta kementerian negeri davao kabarnya 10 nopember anehnya satupun wni didatangi tim wni davao juru bicara kemlu arrmanatha nasirseperti dikutip merdekacom pemeriksaan kjri davao kepemilikan alatalat dibakar inventaris sumbernya apbn titipan hibah milik pribadi kementerian negeri menjamin hasil pemeriksaan dipublikasikan kjri davao membantah pembakaran reog ornamen gamelan kepala naga ritual agama mengusir setan reog kepala naga dimakan rayap budayawan magelang t agung nugroho dikenal agung begawan prabu mempelopori petisi situs changeorg save reog stop pembodohan publik petisi menteri negeri presiden ri menteri pendidikan kebudayaan kjri davao hinggga rabu 2122015 petisi ditandangani 1326 pendukung meredam aksi protes wni filipina negeri kabarnya kjri davao menggelar pertunjukan reog 10 desember 2015 grup reog polres ponorogo dipilih tampil davao filipina,valid
menteri negeri ri retno lp marsudi kabar reog ponorogo sengaja dibakar kantor konsulat jenderal republik indonesia kjri davao filipina sepenuhnya reog hiasan gamelan kepala naga dibakar rusak penuh rayap retno pesan singkat sabtu 31 oktober 2015 informasi media mempublikasikan berita pejabat kjri davao membiarkan oknum membakar hasil budaya bangsa indonesia dianggap menyembah berhala dilaporkan reog hiasan kepala naga dibakar tanggal 20 oktober 2015 halaman kantor kjri davao bantuan orang satpam reog rusak kaitannya anggapan menyembah berhala retno,valid
18 anggota komunitas reyog ponorogo krp kantor kementerian negeri kemlu jalan pejambon jakarta pusat senin 2112015 kedatangan informasi klarifikasi terkait pembakaran reyog kjri davao filipina membawa 2 dadak merak barong gayor bergambar ular naga spanduk bertuliskan tindak pembakaran reyog kjri davao philipina? surat terbuka menteri negeri retno lp marsudi kedatangan terkait pembakaran reog kjri davao 20 oktober menempel gambar pembakaran reyog kedatangan resmi kementerian negeri atasan? kjri davao ? filipina informasi klarifikasi jujur transparan pembakaran property reyog ponorogo? ketua krp suyatno wartawan suyatno didampingi wakil ketua krp suparno nojeng sekretaris krp m syaiful jihad bendahara krp agus susanto pimpinan grup reyog singo wiro yudho eko prasetyo seniman reyog tampil davao philipina 2005 suyono gendon menunggu 6 orang perwakilan krp diterima siti sofia sudarma direktur informasi media kementerian negeri 1020 wib 30 menit pertemuan hasilnya kemlu berjanji mencari informasi terkait peristiwa membentuk tim kjri davao tim mengklarifikasi kejadian hasilnya krp? sofia muncul pemberitaan foto pembakaran properti kesenian reyog gayor topeng dadak merak gamelan kepala naga muncul media online disertai foto pembakaran topeng dadak merak pembakaran diduga halaman rumah kantor kjri davao city filipina kabar tersebar media sosial ditulis alasan pembakaran menganggap properti berhala kjri davao situsnya membenarkan memusnahkan reyog ponorogo 20 oktober 2015 aset 1988 dibakar kondisi rusak dimakan rayap kjri davao mengupayakan pengganti pembakaran upaya kjri davao city merusak menghilangkan reog ponorogo aset budaya pemusnahan aset hatihati penuh penghormatan reog ponorogo aset budaya kjri davao city pembakaran kaitannya upayaupaya pengusiran berhala mahluk halus?,valid
